Date,spy,spy_lag1,sp500,nasdaq,dji,cac40,daxi,aord,hsi,nikkei,Price
2008-02-21,-1.6900029999999902,2.66999899999999,13.819946000000071,51.26000999999997,93.54003999999986,25.740234999998393,-4.680175999999847,-11.200195000000349,-334.640625,225.5605459999897,136.66000400000001
2008-02-22,0.569991999999985,-1.6900029999999902,-17.989990000000034,-37.469970999999994,-145.75976999999875,-35.37011799999982,-38.8496099999993,-11.200195000000349,71.13867200000095,-29.730468999998266,134.970001
2008-02-25,1.2100070000000187,0.569991999999985,8.530029000000013,-3.2001949999998933,99.67968999999904,59.160156999998435,-38.57031200000075,39.5996099999993,-276.9589840000008,302.2607430000008,135.53999299999998
2008-02-26,0.8099980000000073,1.2100070000000187,19.01000999999997,11.010009999999967,188.71094000000085,77.81982400000106,55.510254000002526,82.0,149.9804689999983,-212.1699209999897,136.75
2008-02-27,-0.31999300000001085,0.8099980000000073,7.18994100000009,14.739990000000036,114.05956999999945,34.919922000000035,101.25976499999706,-89.69970699999978,322.6503909999992,23.97949200000039,137.559998
2008-02-28,-1.6399989999999889,-0.31999300000001085,-0.7899170000000595,13.400146999999833,5.7402299999994275,-51.479980999999505,-22.270018999999596,-67.5,217.78906199999986,47.62988299999961,137.240005
2008-02-29,-2.4600070000000187,-1.6399989999999889,-14.090087999999927,-33.5,-109.70018999999957,-102.14013600000092,-137.52002000000084,-67.5,104.8398440000019,-132.42089900000065,135.600006
2008-03-03,-0.910002999999989,-2.4600070000000187,-33.61999500000002,-37.80004899999994,-315.2197299999989,-113.78955099999894,-154.91992199999913,-35.89990299999954,93.40038999999888,-420.69042900000017,133.139999
2008-03-04,1.190001999999993,-0.910002999999989,-0.8699950000000172,-27.050048999999948,-5.220700000001671,25.849608999999877,-0.25,-17.199706999999762,-738.1699220000011,-88.00976599999922,132.229996
2008-03-05,-0.4400019999999927,1.190001999999993,-1.8900149999999485,22.28002900000001,-54.20995999999832,-25.969726000000268,-109.43017500000042,40.199706999999755,47.69921899999825,-0.9707030000008672,133.419998
2008-03-06,-3.209992,-0.4400019999999927,4.510009999999966,-0.8200679999999921,49.6601499999997,43.939941000000545,91.44042900000113,-142.3999029999995,-17.949219000001907,146.53027399999883,132.979996
2008-03-07,0.06999200000001338,-3.209992,-30.66992200000004,-61.189941999999974,-215.5,-136.47021500000028,-124.19042900000113,-142.3999029999995,-192.9003909999992,-241.81054699999916,129.770004
2008-03-10,0.8800049999999828,0.06999200000001338,-8.369995000000017,6.65991299999996,-146.0498000000007,-28.85986300000059,-63.43994199999725,-30.29980400000023,317.80078100000173,-184.70996100000045,129.83999599999999
2008-03-11,2.020004,0.8800049999999828,-18.76000999999997,-1.489990999999918,-151.70996000000014,-11.830077999999958,-24.58007800000269,71.60009799999989,360.6386710000006,265.97070300000087,130.720001
2008-03-12,-3.1300039999999854,2.020004,46.72998099999995,50.32006899999988,407.28027000000117,127.04003900000043,111.99023500000021,-120.59960999999929,-314.890625,19.25,132.740005
2008-03-13,3.1600029999999886,-3.1300039999999854,-15.869995000000017,-40.68994199999997,-52.1201200000014,-105.92968799999926,-44.89990299999954,53.600097999999896,-623.779297000001,-307.8193359999986,129.610001
2008-03-14,-6.200004000000009,3.1600029999999886,10.79003899999998,51.92993200000001,49.89941999999974,21.119629000000714,-29.450195000000353,53.600097999999896,-299.0097659999992,-268.2099609999986,132.770004
2008-03-17,4.049994999999996,-6.200004000000009,-32.84008799999992,-104.27001999999992,-199.93944999999985,-182.71972600000302,-139.25,5.0,-233.41992200000092,-301.5205070000011,126.57
2008-03-18,3.520004,4.049994999999996,-6.049927000000025,48.67016599999989,29.46972000000096,53.25,-123.29003900000043,141.6000970000005,-60.0,135.16992199999913,130.619995
2008-03-19,-4.089995999999985,3.520004,53.80993699999999,56.51001000000042,415.5996099999993,132.37988300000143,191.61035100000117,-120.89990299999954,-324.94140600000173,118.1103519999997,134.139999
2008-03-20,3.2599950000000035,-4.089995999999985,-31.299927000000025,-51.62011700000039,-289.08983999999873,-124.04980499999964,-98.18017500000042,-120.89990299999954,-65.08007800000269,118.1103519999997,130.050003
2008-03-24,1.5500030000000038,3.2599950000000035,30.619995000000014,47.69995100000007,259.54003999999986,-124.04980499999964,-98.18017500000042,136.4003900000007,-65.08007800000269,7.030274000000645,133.309998
2008-03-25,-0.3999939999999924,1.5500030000000038,18.779907000000094,60.95996100000002,185.37010999999984,181.19970699999973,112.39013599999998,58.19970699999976,622.7402340000008,105.47949299999891,134.860001
2008-03-26,-0.2600100000000225,-0.3999939999999924,3.380004999999983,-0.5397949999996854,-15.549800000000687,-33.660156000000825,64.9799809999995,4.899902000000112,35.25976599999922,57.66015599999992,134.46000700000002
2008-03-27,-1.2099919999999995,-0.2600100000000225,-12.109985000000053,-13.580078000000412,-109.91015999999945,9.480468000001563,-22.410155999999915,-17.29980499999965,351.6503899999989,-13.839843999998267,134.199997
2008-03-28,-1.7000120000000152,-1.2099919999999995,-13.319946000000071,-23.71997099999999,-117.95996000000014,54.95996099999957,101.18994099999964,-17.29980499999965,535.6386719999973,226.12988299999958,132.990005
2008-03-31,2.32000800000003,-1.7000120000000152,-11.099975999999971,-26.17016599999988,-88.0,-74.41015599999993,-57.10009799999716,-1.6000979999998892,-147.8398440000019,-183.7402340000008,131.28999299999998
2008-04-01,3.4400019999999927,2.32000800000003,10.489990000000033,41.360107999999855,50.7197299999989,41.10986299999968,-11.089843000002476,99.89990200000014,52.53125,116.62011699999857,133.610001
2008-04-02,-1.0899959999999849,3.4400019999999927,43.54992700000002,56.90991200000008,385.03027000000117,216.41015700000025,230.22021400000085,91.79980499999964,-261.3398430000016,352.95019599999983,137.050003
2008-04-03,1.1599879999999698,-1.0899959999999849,-4.27001999999993,-15.510009999999964,-45.83984000000054,20.310058000000023,39.15966799999842,17.900390000000698,317.08007799999905,199.7402349999993,135.96000700000002
2008-04-04,0.75,1.1599879999999698,4.16003499999988,19.0,20.200189999999566,-11.950195000000349,-34.52978499999881,17.900390000000698,317.08007799999905,6.870117999998912,137.119995
2008-04-07,-1.6799929999999959,0.75,3.83996500000012,19.710205000000318,-13.440429999998742,21.83007799999996,48.67968799999925,0.39990299999954,93.92968800000016,209.67089900000062,137.869995
2008-04-08,0.4199990000000184,-1.6799929999999959,-3.5299070000000934,-33.040039000000434,-9.929680000001099,-28.089844000000085,-7.5,-50.20019599999978,-195.3808600000011,-123.5302730000003,136.190002
2008-04-09,-1.1900030000000186,0.4199990000000184,-4.660033999999996,-1.6401369999998678,-28.009769999998756,-19.240233999999877,-43.56982499999958,-79.70019500000035,-308.8496090000008,-183.27050799999958,136.610001
2008-04-10,-0.929992999999996,-1.1900030000000186,-10.130004999999985,-25.159912000000077,-47.8701200000014,-13.439941999999974,-34.790039000000434,-61.200195000000356,85.68945299999905,-84.50976499999888,135.419998
2008-04-11,-1.3000030000000038,-0.929992999999996,2.6099850000000515,0.9199220000000424,53.0,16.359864000000016,22.490235000002944,-6.39990299999954,225.51953199999843,261.96093800000017,134.490005
2008-04-14,0.3900000000000148,-1.3000030000000038,-25.78002900000001,-40.67993100000013,-255.01073999999969,-136.77001999999993,-177.2802740000025,-67.20019599999978,-156.8398440000019,-215.16015599999992,133.190002
2008-04-15,0.9599909999999738,0.3900000000000148,-0.4799800000000687,0.4099120000000767,-22.709960000000137,45.93017599999985,19.22021500000028,57.10009700000046,-49.07031300000017,37.92968700000165,133.580002
2008-04-16,1.4800110000000188,0.9599909999999738,5.3000489999999445,25.989990000000034,69.45020000000113,19.27001999999993,43.489746000002015,46.5,-197.3300789999994,15.469726999999692,134.53999299999998
2008-04-17,2.9199979999999925,1.4800110000000188,26.34997500000009,33.90014599999995,245.89062000000013,56.79980400000022,92.66992199999731,13.099609999999304,-110.89843699999984,82.46972699999971,136.020004
2008-04-18,-0.7100059999999928,2.9199979999999925,5.630004999999982,47.19995199999993,9.359379999999874,5.22021500000028,-14.259764999999788,-71.60009700000046,-36.75,50.19042900000022,138.940002
2008-04-21,-0.03999400000000719,-0.7100059999999928,18.719970999999987,-1.4499519999999393,224.1503899999989,72.20019500000035,137.66015600000264,133.10009700000046,-99.33007799999905,56.70019599999978,138.229996
2008-04-22,-0.10000599999997917,-0.03999400000000719,-1.2899170000000597,4.050049000000398,-25.890629999999877,-67.21044900000106,-78.24023500000294,-33.10009799999989,478.50976599999916,-39.68945299999905,138.190002
2008-04-23,-0.009994000000006055,-0.10000599999997917,-8.030029999999897,-5.480224000000362,-103.56933000000026,0.8603519999987839,-22.790039000000434,83.5,288.75,123.60058600000048,138.08999599999999
2008-04-24,1.3199919999999852,-0.009994000000006055,2.119995999999901,16.61010699999997,43.22949000000153,28.41992200000186,37.280274000003374,-39.799804999999644,-95.50976599999922,-72.95996100000049,138.080002
2008-04-25,0.4800110000000189,1.3199919999999852,7.3599850000000515,16.429932000000008,83.70018999999957,37.72998000000007,78.73974599999747,-39.799804999999644,-336.19140599999815,248.9394540000103,139.399994
2008-04-28,-0.4900060000000224,0.4800110000000189,10.079956000000037,-2.0500489999999445,42.37989000000016,35.62988299999961,58.72997999999916,1.6997069999997618,53.11914099999922,-13.599610000004759,139.880005
2008-04-29,-0.1000060000000076,-0.4900060000000224,-2.3499759999999696,-2.6298830000000635,-20.389650000000984,-3.7998049999996515,-8.97997999999916,-6.0,252.18945299999905,-13.599610000004759,139.389999
2008-04-30,-0.9099879999999699,-0.1000060000000076,-4.390014000000065,14.199951000000056,-38.91992000000028,-9.560058000000025,-17.209961000000476,10.600097999999887,-242.91992200000092,47.04980400000022,139.28999299999998
2008-05-01,3.959991000000002,-0.9099879999999699,-5.25,-17.709961000000018,-13.110359999998765,-9.560058000000025,-17.209961000000476,-1.5,-242.91992200000092,-35.729491999994934,138.380005
2008-05-02,-1.2899930000000095,3.959991000000002,23.19006300000001,82.64990300000001,194.19042999999874,80.95996099999957,93.8500980000008,92.39990200000014,-83.95117199999731,105.0,142.33999599999999
2008-05-05,-1.0299990000000037,-1.2899930000000095,6.179932000000008,-23.82983400000012,44.040039999999856,5.180175000000418,54.93017500000042,12.10009700000046,-137.6601560000017,105.0,141.050003
2008-05-06,1.8699949999999887,-1.0299990000000037,-9.739990000000033,-20.19995199999994,-87.68065999999997,-9.990234000000783,6.659667999998419,-23.5,177.52148400000075,105.0,140.020004
2008-05-07,-2.1499939999999924,1.8699949999999887,11.890014000000065,27.91992200000004,41.93065999999999,6.069824000000152,-2.810057999999117,-40.9003900000007,-767.7792960000006,-45.0898440000001,141.889999
2008-05-08,-1.1399989999999889,-2.1499939999999924,-23.199951000000052,-33.020019000000055,-196.47069999999985,-29.759764999999792,-3.2099610000004763,75.60009700000046,7.269531999998435,-64.93066400000134,139.740005
2008-05-09,0.6499939999999924,-1.1399989999999889,0.6099850000000515,-17.459961000000018,46.33008000000154,-28.020019999999928,3.160156000000825,40.699706999999755,-338.7402340000008,-285.9599610000005,138.600006
2008-05-12,1.5500030000000038,0.6499939999999924,-5.5,22.099853000000167,-115.1298800000004,-25.910155999999915,-19.5,47.600097999999896,-338.7402340000008,177.45019600000526,139.25
2008-05-13,0.2700040000000001,1.5500030000000038,15.0,36.37011799999982,126.53026999999928,26.890135999999984,41.310059000000365,-11.099609999999304,362.5898430000016,139.34082100000523,140.800003
2008-05-14,-0.03001400000005105,0.2700040000000001,1.25,12.260009000000082,-46.959960000000144,34.68994199999997,19.120116999999482,48.0,72.11132799999905,156.5898439999983,141.070007
2008-05-15,1.8200080000000585,-0.03001400000005105,2.7099610000000207,-6.8400879999999225,66.16992000000027,9.010253999999804,-9.600097999999887,23.199706999999762,-205.3085930000016,84.72070300000088,141.03999299999995
2008-05-16,-0.050003000000003794,1.8200080000000585,15.530029999999895,40.969970999999994,101.45018999999957,45.06982400000015,31.71972699999969,7.100097999999889,-46.78125,-144.1396480000003,142.860001
2008-05-19,-0.5399940000000072,-0.050003000000003794,1.3900140000000647,-6.589844000000085,-7.330069999999977,-0.22021500000028027,73.18017599999985,12.200195000000349,150.0195309999981,-24.909178999994765,142.809998
2008-05-20,-0.4600059999999928,-0.5399940000000072,-0.7900389999999788,-24.959961000000018,40.629880000000405,0.9204100000006292,11.049803999997494,-36.300293000000245,-522.8085930000016,-60.030273000000314,142.270004
2008-05-21,-2.3800050000000117,-0.4600059999999928,-10.429931000000122,-8.470213999999944,-201.0996099999993,-26.17041000000063,-59.0,-43.5,632.25,-76.21972599999934,141.809998
2008-05-22,-0.3799899999999923,-2.3800050000000117,-23.230102999999872,-42.649903,-227.25,-87.42968699999983,-112.85986299999786,25.0,58.83984399999825,205.80957000000308,139.429993
2008-05-23,-1.25,-0.3799899999999923,1.3699950000000172,-0.6000970000000052,23.209960000000137,42.75,41.310059000000365,-58.39990299999954,-371.2792960000006,67.10058599999866,139.050003
2008-05-27,1.3699949999999887,-1.25,-16.22998000000007,-3.6198730000000983,-141.27051000000031,46.19043000000056,42.109864000000016,11.0,42.988281999998435,142.48925699999927,137.800003
2008-05-28,-0.039992999999981294,1.3699949999999887,10.570067999999992,40.97998000000007,63.270510000000286,-32.94043000000056,14.640135999999984,-60.100097999999896,40.480468999998266,-227.69921799999432,139.169998
2008-05-29,1.339995999999985,-0.039992999999981294,3.9599610000000216,-5.4099120000000775,50.9697299999989,64.55029300000024,75.03027400000066,50.80029300000024,-158.109375,291.81933600000593,139.130005
2008-05-30,-0.6399989999999889,1.339995999999985,7.8599850000000515,33.049805000000106,53.49023000000125,1.2797850000015387,10.069824000000153,-29.20019599999977,84.75,142.87988299999782,140.470001
2008-06-02,-0.5299990000000037,-0.6399989999999889,1.2600099999999657,-4.319825000000037,-9.69043000000056,19.33007799999814,32.910155999999915,7.200195000000348,289.07031199999983,97.17968699999255,139.830002
2008-06-03,-1.6000060000000076,-0.5299990000000037,-13.199951000000056,-14.320067999999992,-134.46972000000096,-94.70996099999957,-111.7802730000003,-82.60009799999989,-180.41992200000092,-66.44043000000603,139.300003
2008-06-04,0.8800050000000113,-1.6000060000000076,-10.160033999999996,-27.46997099999999,-111.33984999999849,52.049804999999644,6.770018999999592,-1.199706999999762,-204.47070299999905,165.5,137.699997
2008-06-05,0.9700009999999964,0.8800050000000113,1.219970000000103,36.45996100000002,-3.0507800000013967,-50.55956999999944,-28.979980000000072,-51.700195000000356,104.75976599999922,-51.469726999999686,138.580002
2008-06-06,-2.6900019999999927,0.9700009999999964,22.580078999999838,19.030029999999893,213.93066000000002,21.169921999998227,1.3798830000005182,57.30029300000024,-103.41992100000058,-40.91992200000459,139.550003
2008-06-09,-1.1900030000000186,-2.6900019999999927,-39.230102999999865,-45.30004899999993,-392.610349999999,-157.45996099999866,-175.90966799999748,57.30029300000024,-103.41992100000058,-93.95996100000048,136.860001
2008-06-10,0.3000030000000038,-1.1900030000000186,-1.8499759999999696,-46.469970999999994,67.58007999999973,-15.020019999999931,-0.9003910000028554,-129.5,-313.640625,-260.19043000000596,135.669998
2008-06-11,-1.3699949999999887,0.3000030000000038,-1.8900140000000647,8.18994100000009,8.629880000000412,13.069824000000153,-7.399902000000111,19.699706999999762,38.63867100000061,45.94043000000239,135.970001
2008-06-12,0.569991999999985,-1.3699949999999887,-21.309936999999987,-30.479980000000072,-196.7099600000001,-109.7700190000005,-134.27978499999972,-114.09960999999929,202.96875,-121.72070399999942,134.600006
2008-06-13,0.3800050000000113,0.569991999999985,6.030029999999898,8.590087999999923,54.959960000000144,-2.2700199999999318,53.899902000000104,29.60009799999989,-328.46875,-37.389648000000314,135.169998
2008-06-16,1.520004,0.3800050000000113,17.03991700000006,20.079834000000123,162.27051000000031,21.240235000000208,71.93017600000258,-13.60009700000046,215.5195309999981,236.1396480000003,135.550003
2008-06-17,-2.3800050000000117,1.520004,1.8599850000000515,38.07006799999999,-37.20996000000014,-13.550293000000238,-29.93017600000257,38.39990200000011,49.91015600000173,-38.62988299999961,137.070007
2008-06-18,-0.5400080000000003,-2.3800050000000117,-11.119995000000017,-36.239990000000034,-110.97069999999985,-4.699706999999761,51.680176000002575,27.599609999999302,211.35156200000347,151.45996099999502,134.690002
2008-06-19,-1.309997999999979,-0.5400080000000003,-12.699951000000056,-17.790038999999982,-129.6201200000014,-77.45019599999978,-90.9599610000023,-56.30029300000024,-51.75,-194.5400390000032,134.149994
2008-06-20,-0.75,-1.309997999999979,4.130004999999983,14.79003899999998,33.13086000000112,22.010254000000714,26.299804999999647,-72.60009700000046,-72.390625,-228.93945299999905,132.83999599999999
2008-06-23,-1.0399930000000095,-0.75,-21.25,-25.409912000000077,-218.36035000000084,-115.69042900000113,-143.68994199999997,17.39990200000011,307.87109400000185,88.02929700000459,132.08999599999999
2008-06-24,0.6699979999999925,-1.0399930000000095,-2.540039999999862,-40.75,-1.4697299999988898,17.10009700000046,1.2299810000004072,7.799804999999652,-241.24023499999748,83.27929700000459,131.050003
2008-06-25,-1.1499939999999924,0.6699979999999925,-2.68994100000009,1.0200190000000475,-37.050780000001396,-24.699706999999762,-36.39990300000045,-34.69970699999976,-110.00976599999922,9.139649000004283,131.720001
2008-06-26,-2.2900080000000003,-1.1499939999999924,1.75,-10.95996100000002,3.2607399999997138,0.9199220000000424,19.889648999999736,52.399902000000104,-286.8691409999992,-23.089842999999746,130.570007
2008-06-27,-0.39000000000000057,-2.2900080000000003,-32.69006300000001,-46.23998999999958,-355.72069999999985,-82.29003900000043,-122.50976599999922,-29.800293000000238,141.08007799999902,-60.89941399999407,128.279999
2008-06-30,-1.3700019999999995,-0.39000000000000057,-5.53991700000006,-7.200195000000348,-107.14941,-3.839843999999175,-25.66992200000004,-31.300293000000238,-135.9101560000017,-103.1298829999996,127.889999
2008-07-01,2.2699959999999777,-1.3700019999999995,-1.3701179999998203,-38.17993200000001,-1.0605500000001484,6.299804999999652,-29.290039000000434,-84.69970699999976,-135.9101560000017,-51.66015700000571,126.519997
2008-07-02,-1.6799919999999844,2.2699959999999777,9.130004999999985,37.330077999999965,37.700190000001385,-60.799804999999644,-74.47998000000007,-35.29980400000022,-80.94140600000173,-203.5,128.78999299999998
2008-07-03,-0.3199999999999932,-1.6799919999999844,-22.85998500000005,-49.830077999999965,-166.33984000000055,-108.29003900000043,-56.62011799999982,-76.0,-146.71093699999986,103.62011799999891,127.110001
2008-07-07,-1.8000030000000038,-0.3199999999999932,-0.0599369999999908,1.9499510000000555,73.19043000000056,-52.95996099999957,-48.3803710000002,-67.29980499999965,510.3613280000027,147.24023399999896,126.790001
2008-07-08,2.510002,-1.8000030000000038,-11.060058000000026,-18.790038999999982,-64.16016000000128,-50.419922000000035,1.8500979999998892,-69.70019599999978,-411.8886719999973,-253.4003909999992,124.989998
2008-07-09,-3.0699999999999936,2.510002,21.540038999999982,45.72998099999995,156.89942000000156,68.65966799999933,16.520018999999593,50.19970699999976,64.95117200000095,-117.75976500000071,127.5
2008-07-10,-0.4599990000000105,-3.0699999999999936,-28.130004999999986,-50.67993200000001,-233.91992000000027,-61.87988299999961,7.939941999999974,-44.899902000000104,259.7089840000008,132.90039100000104,124.43
2008-07-11,1.2900010000000035,-0.4599990000000105,3.410033999999996,-6.570067999999992,78.1601499999997,-11.189941000000543,-28.45996099999957,31.5,349.91015600000173,-23.809569999999443,123.970001
2008-07-14,-3.4599989999999963,1.2900010000000035,-7.0500489999999445,29.48022399999991,-122.53027000000112,-102.35986299999969,-125.52001999999992,-51.100097999999896,-190.53906199999986,-12.129882999999607,125.260002
2008-07-15,-0.3500060000000076,-3.4599989999999963,-14.780029000000011,-65.68017499999996,-52.83983999999872,-59.739990999999925,-29.75976500000161,-95.39990200000014,-469.2695319999984,-147.57031300000014,121.800003
2008-07-16,3.6900020000000064,-0.3500060000000076,-12.179932000000008,22.090087999999923,-88.91016000000126,-18.350097000000005,-54.27001999999811,56.299804999999644,234.7597659999992,35.67968800000017,121.449997
2008-07-17,1.0299990000000037,3.6900020000000064,31.66003499999988,77.30004800000006,276.5,104.42016599999987,76.44970699999976,28.100097000000464,-90.51953100000172,-1.8496100000011209,125.139999
2008-07-18,0.3400039999999933,1.0299990000000037,11.909912000000073,-9.650145999999948,198.16992000000027,12.219726000000264,84.41015599999993,-62.200195000000356,-136.75,-172.51953200000025,126.16999799999999
2008-07-21,-1.3599999999999994,0.3400039999999933,3.5999750000000863,3.8300779999999577,58.459960000000144,123.51025399999979,119.95996099999957,138.29980400000022,9.621093999998266,-172.51953200000025,126.510002
2008-07-22,2.7399970000000025,-1.3599999999999994,-4.739990000000034,-34.42993200000001,-37.119139999998886,-23.340331999999762,13.62011800000073,3.5,96.890625,240.40039100000104,125.150002
2008-07-23,0.4499970000000104,2.7399970000000025,21.790038999999982,48.79003899999998,145.48925999999847,103.0,90.98974599999927,77.80029300000024,233.78125,53.27929700000095,127.889999
2008-07-24,-2.4499970000000104,0.4499970000000104,4.3499759999999705,24.099854000000054,26.95019000000139,45.05029300000024,60.12011700000039,32.89990200000011,-243.16992200000092,192.02929699999916,128.33999599999999
2008-07-25,-0.37999700000000297,-2.4499970000000104,-29.709961000000018,-34.52001999999993,-289.2001900000014,-131.60009700000046,-134.45996100000048,-161.60009799999992,-10.798827999999046,-117.61035100000116,125.889999
2008-07-28,-1.5299990000000037,-0.37999700000000297,4.25,12.5,28.330080000001544,64.22998000000007,16.64990200000284,-30.60009799999989,-114.63867100000058,-53.58007899999939,125.510002
2008-07-29,3.1299980000000005,-1.5299990000000037,-21.380004999999983,-32.57983400000012,-236.02930000000012,-86.56982400000015,-125.4799800000028,-57.80029300000024,-7.929688000000169,-60.87988300000143,123.980003
